Route stop,Business,Address,Latitude,Longitude,Straight-line miles from San Carlos,OSRM road miles from San Carlos,OSRM drive minutes from San Carlos,Within 90 minute drive,OSRM query,Audit status
883,Kristin's Hair Design,"2137 Morrill Avenue, San Jose, 95132",37.4134998,-121.8759544,22.1,25.9,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8759544,37.4134998?overview=false&steps=false&alternatives=false",OK
884,Lalas Dental,"3072 Landess Avenue, San Jose, 95132",37.4151353,-121.87627,22.0,25.8,35.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.87627,37.4151353?overview=false&steps=false&alternatives=false",OK
885,Greathair,"1561 Landess Avenue, Milpitas, CA, 95035",37.4160675,-121.87587,22.0,25.8,35.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.87587,37.4160675?overview=false&steps=false&alternatives=false",OK
886,Chef P's at Seafood City,"1535 Landess Avenue, Milpitas, CA, 95035",37.4166624,-121.876407,22.0,25.9,35.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.876407,37.4166624?overview=false&steps=false&alternatives=false",OK
887,Hair Couture,"1535 Landess Avenue, Milpitas, CA, 95035",37.4168937,-121.876659,22.0,25.9,35.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.876659,37.4168937?overview=false&steps=false&alternatives=false",OK
888,Arté Boutique,"1535 Landess Avenue, Milpitas, CA, 95035",37.4165288,-121.876886,22.0,25.7,35.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.876886,37.4165288?overview=false&steps=false&alternatives=false",OK
889,Pho Saigon,"1455 Dempsey Road, Milpitas, CA, 95035",37.4159481,-121.877687,21.9,25.7,35.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.877687,37.4159481?overview=false&steps=false&alternatives=false",OK
890,Forever Beauty Hair And Nails,"1475 Landess Avenue, Milpitas, CA, 95035",37.4157555,-121.877599,21.9,25.7,35.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.877599,37.4157555?overview=false&steps=false&alternatives=false",OK
891,J&J Luxury Hair And Nails,"1410 Dempsey Road, Milpitas, CA",37.4162641,-121.8788237,21.9,25.7,35.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8788237,37.4162641?overview=false&steps=false&alternatives=false",OK
892,Jessica’s Beauty Salon,"1350 South Park Victoria Drive, Milpitas, CA, 95035",37.4174735,-121.8743202,22.1,25.9,35.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8743202,37.4174735?overview=false&steps=false&alternatives=false",OK
893,His 'n Hers Hair,"1215 South Park Victoria Drive, Milpitas, CA, 95035",37.4197514,-121.8764935,21.9,25.8,35.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8764935,37.4197514?overview=false&steps=false&alternatives=false",OK
894,The Jelly Donut,"2665 Cropley Avenue, San Jose, CA, 95132",37.4040719,-121.8816945,22.0,25.2,34.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8816945,37.4040719?overview=false&steps=false&alternatives=false",OK
895,VK Hair Creations,"1651 North Capitol Avenue, San Jose, CA, 95132",37.3970697,-121.8738975,22.5,25.5,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8738975,37.3970697?overview=false&steps=false&alternatives=false",OK
896,Jonathan H Kim Dentistry,"1725 Berryessa Road, San Jose, CA, 95133",37.3749751,-121.8736657,23.1,25.7,33.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8736657,37.3749751?overview=false&steps=false&alternatives=false",OK
897,S Pearl Salon,"1739 Berryessa Road, San Jose, 95131",37.3751411,-121.8728257,23.1,25.7,34.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8728257,37.3751411?overview=false&steps=false&alternatives=false",OK
898,Trang Pham CPA,"2470 Berryessa Road, San Jose, CA, 95133",37.3854287,-121.8614272,23.5,26.7,35.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8614272,37.3854287?overview=false&steps=false&alternatives=false",OK
899,Brand Hong Kong Salon,"2516 Berryessa Road, San Jose, CA, 95132",37.3872061,-121.8583891,23.6,26.9,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8583891,37.3872061?overview=false&steps=false&alternatives=false",OK
900,North Valley Dental Office,"2542 Berryessa Road, San Jose, CA, 95132",37.3876308,-121.8576767,23.6,26.9,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8576767,37.3876308?overview=false&steps=false&alternatives=false",OK
901,Ava's Skin Care Lash Studio,"2544 Berryessa Road, San Jose, CA, 95132",37.3877448,-121.857688,23.6,26.9,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.857688,37.3877448?overview=false&steps=false&alternatives=false",OK
902,Daydream Sandwiches& Donuts,"3263 Sierra Road, San Jose, CA, 95132",37.3997384,-121.8483218,23.8,27.1,38.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8483218,37.3997384?overview=false&steps=false&alternatives=false",OK
903,Glow Beauty Bar,"1036 Piedmont Road, San Jose, CA, 95132",37.3923073,-121.8427813,24.2,28.2,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8427813,37.3923073?overview=false&steps=false&alternatives=false",OK
904,El Cerrito Taqueria and Cenaduria,"3110 McKee Road, San Jose, CA, 95127",37.375155,-121.8350995,25.1,27.9,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8350995,37.375155?overview=false&steps=false&alternatives=false",OK
905,Helen's Beauty Salon,"3093 McKee Road, San Jose, CA, 95127",37.3756618,-121.8364637,25.0,28.0,36.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8364637,37.3756618?overview=false&steps=false&alternatives=false",OK
906,Color Nails,"3041 McKee Road, San Jose, CA, 95127",37.374812,-121.8377729,24.9,27.8,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8377729,37.374812?overview=false&steps=false&alternatives=false",OK
907,Schroeder's Haircuts,"305 North Capitol Avenue, San Jose, CA, 95133",37.3699138,-121.844286,24.7,27.5,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.844286,37.3699138?overview=false&steps=false&alternatives=false",OK
908,McKee Hair & Nails,"2361 McKee Road, San Jose, CA, 95116",37.3676393,-121.8480789,24.6,27.1,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8480789,37.3676393?overview=false&steps=false&alternatives=false",OK
909,New Dong Phuong Tofu,"2357 McKee Road, San Jose, CA, 95116",37.3675197,-121.848094,24.6,27.1,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.848094,37.3675197?overview=false&steps=false&alternatives=false",OK
910,Fruitas Regionales Magui,"41 South Jackson Avenue, San Jose, CA, 95116",37.357548,-121.8428658,25.1,27.1,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8428658,37.357548?overview=false&steps=false&alternatives=false",OK
911,Lucky Hair & Nails,"33 South Jackson Avenue, San Jose, CA, 95116",37.3577408,-121.8433261,25.1,27.1,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8433261,37.3577408?overview=false&steps=false&alternatives=false",OK
912,T&P Auto Services,"1604 McKee Road, San Jose, CA",37.3559823,-121.8633182,24.2,25.9,32.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8633182,37.3559823?overview=false&steps=false&alternatives=false",OK
913,Oddi's Cafe,"1737 Alum Rock Avenue, San Jose, CA, 95116",37.3534025,-121.8554788,24.6,26.7,34.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8554788,37.3534025?overview=false&steps=false&alternatives=false",OK
914,Lucy's Beauty Salon,"1660 Alum Rock Avenue, San Jose, CA, 95116",37.3519273,-121.856892,24.6,26.2,33.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.856892,37.3519273?overview=false&steps=false&alternatives=false",OK
915,Café Docanto,"7 North 33rd Street, San Jose, CA, 95116",37.3512556,-121.8594147,24.5,26.1,33.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8594147,37.3512556?overview=false&steps=false&alternatives=false",OK
916,Joyería Y Discoteca Peña,"1595 Alum Rock Avenue, San Jose, CA, 95116",37.3512046,-121.8593526,24.5,26.1,32.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8593526,37.3512046?overview=false&steps=false&alternatives=false",OK
917,Oasis Insurance Agency,"1524 Alum Rock Avenue, San Jose, CA, 95116",37.3504112,-121.8599927,24.5,26.0,32.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8599927,37.3504112?overview=false&steps=false&alternatives=false",OK
918,Kali Noodles & Tea Bar,"374 East Santa Clara Street, San Jose, 95112",37.3397482,-121.8823617,23.8,25.9,34.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8823617,37.3397482?overview=false&steps=false&alternatives=false",OK
919,Phở Công Lý,"460 East William Street, San Jose, CA, 95112",37.3331291,-121.8749053,24.3,26.8,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8749053,37.3331291?overview=false&steps=false&alternatives=false",OK
920,MC-Salon,"520 South 10th Street, San Jose, CA, 95112",37.3329009,-121.8749499,24.3,26.3,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8749499,37.3329009?overview=false&steps=false&alternatives=false",OK
921,Đà-Lạt,"408 East William Street, San Jose, 95112",37.3326088,-121.876081,24.3,26.7,35.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.876081,37.3326088?overview=false&steps=false&alternatives=false",OK
922,Mike Pizza & Taqueria,"889 Almaden Avenue, San Jose, CA, 95110",37.3208373,-121.8838197,24.4,26.4,35.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8838197,37.3208373?overview=false&steps=false&alternatives=false",OK
923,Michael J's Collision Centers,"1577 Almaden Road, San Jose, CA, 95125",37.3085315,-121.8793583,25.0,27.5,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8793583,37.3085315?overview=false&steps=false&alternatives=false",OK
924,Thai Spice,"1102 Bird Avenue, San Jose, CA, 95125",37.3110971,-121.8952194,24.2,26.9,35.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8952194,37.3110971?overview=false&steps=false&alternatives=false",OK
925,Sweet Mango,"1040 Willow Street, San Jose, CA, 95125",37.30885,-121.8995998,24.1,27.0,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8995998,37.30885?overview=false&steps=false&alternatives=false",OK
926,Los Dubon Inc.,"1182 Lincoln Avenue, San Jose, CA, 95125",37.3071565,-121.8997285,24.1,27.2,36.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8997285,37.3071565?overview=false&steps=false&alternatives=false",OK
927,"Robert A Gong-Guy, DDS","1660 Westwood Drive, San Jose, CA, 95125",37.3025891,-121.9153414,23.6,28.0,36.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9153414,37.3025891?overview=false&steps=false&alternatives=false",OK
928,La Superior Panadería y Taquería,"1098 Leigh Avenue, San Jose, CA, 95126",37.3039668,-121.921948,23.3,27.8,36.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.921948,37.3039668?overview=false&steps=false&alternatives=false",OK
929,Straight Edge,"1645 South Bascom Avenue, Campbell, CA, 95008",37.2935545,-121.9325991,23.3,27.7,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9325991,37.2935545?overview=false&steps=false&alternatives=false",OK
930,T Lashes LLC,"1645 South Bascom Avenue, Campbell, CA, 95008",37.293555,-121.9323431,23.3,27.7,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9323431,37.293555?overview=false&steps=false&alternatives=false",OK
931,Hollywood Nails,"1639 South Bascom Avenue, Campbell, California, 95008 (reverse-geocoded approximate)",37.2933283,-121.9321405,23.3,27.7,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9321405,37.2933283?overview=false&steps=false&alternatives=false",OK
932,Patricia S. Nakamura Electrolysis,"1639 South Bascom Avenue, Campbell, California, 95008 (reverse-geocoded approximate)",37.2933246,-121.9322176,23.3,27.7,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9322176,37.2933246?overview=false&steps=false&alternatives=false",OK
933,the garret,"1777 South Bascom Avenue, 95008",37.2913749,-121.9327073,23.4,27.7,36.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9327073,37.2913749?overview=false&steps=false&alternatives=false",OK
934,Spa City,"330 East Hamilton Avenue, Campbell, CA, 95008",37.2939739,-121.9443966,22.8,27.4,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9443966,37.2939739?overview=false&steps=false&alternatives=false",OK
935,Kaizen,"330 East Hamilton Avenue, Campbell, CA, 95008",37.2936547,-121.9443946,22.8,27.5,36.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9443946,37.2936547?overview=false&steps=false&alternatives=false",OK
936,JCM Electric,535 Salmar Avenue,37.290336,-121.9398465,23.1,27.4,36.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9398465,37.290336?overview=false&steps=false&alternatives=false",OK
937,Krupps Upholstery,"535 Salmar Avenue, Campbell, California, 95008 (reverse-geocoded approximate)",37.2901214,-121.9400051,23.1,27.5,36.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9400051,37.2901214?overview=false&steps=false&alternatives=false",OK
938,Mo's,"278 East Campbell Avenue, Campbell, CA, 95008",37.2868782,-121.9446133,23.1,27.9,37.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9446133,37.2868782?overview=false&steps=false&alternatives=false",OK
939,Happy Hair Salon,"2205 South Bascom Avenue, Campbell, CA, 95008",37.2829517,-121.9324829,23.8,28.3,38.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9324829,37.2829517?overview=false&steps=false&alternatives=false",OK
940,Serendipity Hair Salon,"2188 South Bascom Avenue, Campbell, CA, 95008",37.2837471,-121.9313718,23.8,28.3,38.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9313718,37.2837471?overview=false&steps=false&alternatives=false",OK
941,Vogue Salon & Lounge,"2606 Union Avenue, San Jose, CA, 95124",37.2747327,-121.9329091,24.1,28.9,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9329091,37.2747327?overview=false&steps=false&alternatives=false",OK
942,Diamond Shoe Repair,"2614 Union Avenue, San Jose, CA, 95124",37.2745267,-121.9328184,24.1,28.9,37.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9328184,37.2745267?overview=false&steps=false&alternatives=false",OK
943,Harbor Fish & Chips,"2632 Union Avenue, San Jose, CA, 95124",37.2740324,-121.9327582,24.2,28.9,37.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9327582,37.2740324?overview=false&steps=false&alternatives=false",OK
944,Heartbeat Café,"14392 Union Avenue, San Jose, CA, 95124",37.2606389,-121.9303305,24.9,29.0,38.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9303305,37.2606389?overview=false&steps=false&alternatives=false",OK
945,Rural Supply,"110 South Santa Cruz Avenue, Los Gatos, CA, 95030",37.2214432,-121.9847826,24.9,29.8,38.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9847826,37.2214432?overview=false&steps=false&alternatives=false",OK
946,T-Bird's Pizza,"444 North Santa Cruz Avenue, Los Gatos, CA, 95030",37.2309407,-121.979823,24.5,29.5,37.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.979823,37.2309407?overview=false&steps=false&alternatives=false",OK
947,Mama's Bakery,"473 North Santa Cruz Avenue, Los Gatos, CA, 95030",37.2314711,-121.9802047,24.5,29.5,37.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9802047,37.2314711?overview=false&steps=false&alternatives=false",OK
948,Bob's Garage,"545 North Santa Cruz Avenue, Los Gatos, CA, 95030",37.2334287,-121.9791828,24.4,28.2,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9791828,37.2334287?overview=false&steps=false&alternatives=false",OK
949,Orange Coast Title,"652 North Santa Cruz Avenue, Los Gatos, CA, 95030",37.2349865,-121.9777431,24.4,28.1,37.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9777431,37.2349865?overview=false&steps=false&alternatives=false",OK
950,Preferred Image of Los Gatos,"663 Industrial Way, Los Gatos, CA, 95030",37.2352487,-121.9764416,24.4,28.1,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9764416,37.2352487?overview=false&steps=false&alternatives=false",OK
951,Two Pesos Taqueria,"1452 Pollard Road, Los Gatos, CA, 95032",37.264226,-121.983154,22.7,26.1,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.983154,37.264226?overview=false&steps=false&alternatives=false",OK
952,Campbell Everyday Smog - Star Station,"1533 West Campbell Avenue, 95008",37.2864878,-121.9770848,21.8,26.0,35.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9770848,37.2864878?overview=false&steps=false&alternatives=false",OK
953,Formosa Aroma,"5205 Prospect Road, San Jose, CA, 95129",37.2927666,-121.9919003,20.9,25.2,33.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9919003,37.2927666?overview=false&steps=false&alternatives=false",OK
